,ZIP,Electric Price,Land Value,Economic Activity,Station Count,Sales Tax,Converted Cost
0,1460.0,0.43355872135240264,-0.27781205956355115,-0.39113666695248,-0.4185899655303865,-0.45010044542907174,1.193942162001413
1,1867.0,0.7768357238501636,-0.07454639066208497,-0.39113666695248,-0.608698763277086,-0.45010044542907174,-0.16037893567997946
2,1887.0,0.33997498162105777,-0.21733202867900478,-0.39113666695248,0.9121716186965101,-0.45010044542907174,-0.16037893567997946
3,1950.0,-0.16552878472756902,0.048772112496424984,-0.39113666695248,-0.32353556665703675,-0.45010044542907174,0.44474325690106853
4,2116.0,0.7481773427703342,7.814360109772733,-0.11612652487350263,0.8171172198231603,-0.45010044542907174,0.23343074520609927
5,2118.0,0.7481773427703342,7.597703290609322,-0.11612652487350263,1.3874436130632588,-0.45010044542907174,-1.399438663345934
6,2139.0,0.7481773427703342,2.719766946385721,-0.11612652487350263,1.8627156074300075,-0.45010044542907174,1.3028001225715489
7,2190.0,0.381338222603389,-0.18507334730172195,-0.11612652487350263,-0.7037531621504358,-0.45010044542907174,2.0776126654531017
8,2368.0,0.5280738706701672,-0.19990354654704032,-0.11612652487350263,-0.7037531621504358,-0.45010044542907174,2.0776126654531017
9,2453.0,0.7481773427703342,0.2520777549807626,-0.11612652487350263,-0.22848116778368702,-0.45010044542907174,-0.15077382151202617
10,2459.0,0.7481773427703342,0.5356903254538997,-0.11612652487350263,1.1022804164432096,-0.45010044542907174,-0.15077382151202617
11,2472.0,0.7481773427703342,0.6011670541973809,-0.11612652487350263,0.43689962432976126,-0.45010044542907174,-0.24682496319155756
12,2860.0,0.5693463821868413,-0.2010228068674417,-0.11612652487350263,-0.4185899655303865,-0.3451931848321633,-0.5349783882301516
13,2908.0,0.5693463821868413,-0.20889760269312288,-0.11612652487350263,0.7220628209498106,-0.3451931848321633,-0.1661420041807512
14,3053.0,0.47029038189823535,-0.3311767926969744,-0.39113666695248,-0.608698763277086,-1.3243276170699747,-1.0536545532996209
15,3110.0,0.47029038189823535,-0.3271394608269551,-0.4860333170456748,-0.7037531621504358,-1.3243276170699747,1.7702490120786012
16,3801.0,0.47029038189823535,-0.18723192077678175,-0.39113666695248,-0.22848116778368702,-1.3243276170699747,-0.24682496319155756
17,4662.0,0.24996715416393323,-0.13214832357988493,-0.6888780786184789,-0.7037531621504358,-0.55500770602598,0.04132846184703655
18,5401.0,1.565056716156878,-0.07974295643537713,-0.6069559025303009,1.0072260175698597,-0.3451931848321633,-0.26111737307347177
19,5408.0,1.565056716156878,-0.2191308399082213,-0.6069559025303009,-0.608698763277086,-0.3451931848321633,-0.26111737307347177
20,5452.0,1.7308954087148782,-0.2875256402013203,-0.6069559025303009,-0.608698763277086,-0.3451931848321633,-0.5349783882301516
21,5491.0,1.8598946468830637,-0.3278589853186417,-0.6069559025303009,-0.7037531621504358,-0.4850695322947079,-1.1112852383073397
22,5641.0,2.7419980485657685,-0.34404828638159035,-0.6583926524892005,-0.4185899655303865,-0.4850695322947079,-0.8231318132687457
23,5672.0,1.7308954087148782,-0.32090358189900453,-0.6069559025303009,0.24679082658306176,-0.4850695322947079,-0.3982015624784992
24,5753.0,1.8598946468830637,-0.32382165344862246,-0.6069559025303009,-0.32353556665703675,-0.3451931848321633,0.9864716959736248
25,6260.0,0.6403304314219309,-0.33917150927127004,2.4408222079086204,-0.608698763277086,-0.43611281068281726,-0.7078704432533082
26,6437.0,0.9246901992532035,-0.2908034739967815,0.565746456200812,-0.7037531621504358,-0.43611281068281726,-0.016302223160682403
27,6611.0,0.9246901992532035,-0.27801192747790854,0.565746456200812,-0.7037531621504358,-0.43611281068281726,0.6176353119242247
28,6820.0,0.6403304314219309,0.1487860168408632,0.565746456200812,-0.4185899655303865,-0.43611281068281726,2.13524335046082
29,6854.0,0.6403304314219309,-0.047284407143736905,0.565746456200812,-0.7037531621504358,-0.43611281068281726,1.7702490120786012
30,6905.0,0.6403304314219309,-0.07410668125049871,1.4332344954216176,-0.608698763277086,-0.43611281068281726,0.21422051687019272
31,7081.0,-0.45947472791562044,-0.019822555711031448,1.4332344954216176,-0.7037531621504358,-0.3976468151306175,0.6176353119242247
32,7094.0,-0.3956466187396889,0.40009993235384606,1.4332344954216176,-0.5136443644037363,-0.3976468151306175,0.04132846184703655
