,ZIP,Electricity Price,Land Value,Economic Activity,Station Count,Sales Tax
0,601.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
1,602.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
2,603.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
3,606.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
4,610.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
5,612.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
6,616.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
7,617.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
8,622.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
9,623.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
10,624.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
11,627.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
12,631.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
13,637.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
14,638.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
15,641.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
16,646.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
17,647.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
18,650.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
19,652.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
20,653.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
21,656.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
22,659.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
23,660.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
24,662.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
25,664.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
26,667.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
27,669.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
28,670.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
29,674.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
30,676.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
31,677.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
32,678.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
33,680.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
34,682.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
35,683.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
36,685.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
37,687.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
38,688.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
39,690.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
40,692.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
41,693.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
42,694.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
43,698.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
44,703.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
45,704.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
46,705.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
47,707.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
48,714.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
49,715.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
50,716.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
51,717.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
52,718.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
53,719.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
54,720.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
55,723.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
56,725.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
57,727.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
58,728.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
59,729.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
60,730.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
61,731.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
62,735.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
63,736.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
64,738.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
65,739.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
66,740.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
67,741.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
68,745.0,0.09204539149999999,0.0,32.93921337,2.0,0.0
69,751.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
70,754.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
71,757.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
72,765.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
73,766.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
74,767.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
75,769.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
76,771.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
77,772.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
78,773.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
79,775.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
80,777.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
81,778.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
82,780.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
83,782.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
84,783.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
85,784.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
86,786.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
87,791.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
88,794.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
89,795.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
90,801.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
91,802.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
92,820.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
93,823.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
94,824.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
95,830.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
96,831.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
97,840.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
98,841.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
99,850.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
100,851.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
101,901.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
102,906.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
103,907.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
104,909.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
105,911.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
106,912.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
107,913.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
108,915.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
109,917.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
110,918.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
111,920.0,0.09204539149999999,0.0,32.93921337,1.0,0.0
112,921.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
113,923.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
114,924.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
115,925.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
116,926.0,0.09204539149999999,0.0,32.93921337,1.0,0.0
117,927.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
118,934.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
119,936.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
120,949.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
121,950.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
122,951.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
123,952.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
124,953.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
125,956.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
126,957.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
127,959.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
128,960.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
129,961.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
130,962.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
131,965.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
132,966.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
133,968.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
134,969.0,0.09204539149999999,0.0,32.93921337,2.0,0.0
135,971.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
136,976.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
137,979.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
138,982.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
139,983.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
140,985.0,0.09204539149999999,0.0,32.93921337,0.0,0.0
