Fuel Type Code,Station Name,City,Street Address,State,ZIP,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Access Code,Facility Type,L1 $/Hr,L1 flat,L1 $/kWh,L2 $/hr,L2 flat,L2 $/kWh,DCFC $/Hr,DCFC flat,DCFC $/kWh,,
ELEC,G.S.H.C.S. STATION 1,Hermiston,620 NW 11th St,OR,97838,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SKOWHEGAN T OF S CHARGER,Skowhegan,23 Commercial St,ME,4976,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,NATIONAL GRID COLT STATE PARK,Bristol,1 Colt Dr,RI,2809,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,Presbyterian Village at Hollidaysburg,Holidaysburg,220 Newry St,PA,16648,2,,ChargePoint Network,http://www.chargepoint.com/,public,MULTI_UNIT_DWELLING,,,,,,,,,,0,0
ELEC,KRE Spring View Apartments,Allentown,311 Robert Morris Blvd,PA,18104,2,,ChargePoint Network,http://www.chargepoint.com/,public,MULTI_UNIT_DWELLING,,,,,,,,,,0,0
ELEC,Presbyterian Senior Living - Quincy Village,Waynesboro,6596 Orphanage Rd,PA,17268,2,,ChargePoint Network,http://www.chargepoint.com/,public,MULTI_UNIT_DWELLING,,,,,,,,,,0,0
ELEC,Presbyterian Senior Living - The Long Community at Highland,Lancaster,600 E Roseville Rd,PA,17601,2,,ChargePoint Network,http://www.chargepoint.com/,public,MULTI_UNIT_DWELLING,,,,,,,,,,0,0
ELEC,CONSUMERSENERGY MAC #1,Clinton Township,35350 Kelly Rd,MI,48035,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ICE RINK TOWN HALL,Saugerties,4 High St,NY,12477,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,F&M CHARGEPOINT F&M 1,Lancaster,800 Buchanan Ave,PA,17603,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DOT RT117 P&R STN3,Warwick,Rt 117 Park&amp;Ride,RI,2886,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SHSU CPG STATION 1,Huntsville,820 Bowers Boulevard,TX,77340,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SHSU Z1-23,Huntsville,Avenue J,TX,77340,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CITY OF SB EV2 GRANADA EV 11,Santa Barbara,1221 Anacapa,CA,93101,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,VALLEY WATER DC2 (P),San Jose,5741-5743 Almaden Rd,CA,95118,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,9.52,,,,
ELEC,CITY OF AURORA MONTVIEW BLVD 2,Aurora,13347 E Montview Blvd,CO,80045,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BETHLEHEM EV TOWNHALL PUBLIC,Delmar,445 NY-443,NY,12054,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,FUEL AMERICA 2 STATION 1,Encinal,23183 I.H. 35,TX,78019,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LOT T STATION 1,Stevens Point,1730 Portage St,WI,54481,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LOT T WELCOME CENTER,Stevens Point,2116 4th Ave,WI,54481,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HARVARD CROSS PEBBLE CREEK 1,Goodyear,15550 W Harvard St,AZ,85395,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SCRIPPS HEALTH B1 C-9.7,San Diego,9902 Genesee Ave,CA,92037,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SCRIPPS HEALTH L1 C-7.8,San Diego,Voigt Dr & Scripps Memorial Hospital,CA,92037,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SCRIPPS HEALTH L1 A.7-A6.2,San Diego,Scripps Hospital Driveway,CA,92037,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,750 MAIN STATION #2,Grand Junction,750 Main St,CO,81501,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,"EVANSTON, IL 1717 MAIN ST",Evanston,1717 Main St,IL,60202,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,"EVANSTON, IL 1720 MAIN ST",Evanston,1720 Main St,IL,60202,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,"EVANSTON, IL 1801 MAIN ST",Evanston,1801 Main St,IL,60202,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,PICOTTE 12 CORPORATE 4,Albany,12 Corporate Woods Blvd,NY,12211,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,VERONA LA QUINTA 3,Verona,5390 Willow Pl,NY,13478,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HP ROCKWALL EV STATION 1,Rockwall,1600 La Jolla Pointe Dr,TX,75087,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BA GRANT PUBLIC ALL AM WAY 02,Sunnyvale,605 All America Way,CA,94086,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,GEORGIA POWER BRADLEYPARK DC2,Columbus,1514 Bradley Park Dr,GA,31904,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,15,,,,
ELEC,2205 POINT BLVD STATION 2,Elgin,2205 Point Blvd,IL,60123,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,POTOMAC EDISON GARRETT COLLEGE,McHenry,687 Mosser Rd,MD,21541,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ALTA CLARA ALTA CLARA 5,Stoneham,15 Executive Dr,MA,2180,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ALTA CLARA ALTA CLARA 2,Stoneham,21 Executive Dr,MA,2180,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,NP DODGE 8601,Omaha,8601 West Dodge Road,NE,68114,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CCEC CHARGERS WEST ACRES,Fargo,3902 13th Ave S,ND,58103,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,34.8,,,,
ELEC,EDMONDOK TENNIS CENTER,Edmond,801 W 15th St,OK,73013,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,7SPC UC - LIVINGSTON,Livingston,210 N McHenry St,TN,38570,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WOODLAND DUNES WOODLAND DUNES,Manitowoc,3304 WI-310,WI,54220,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LONG BEACH ADMIRAL KIDD 02,Long Beach,2125 Santa Fe Ave,CA,90810,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HCE BUTTERMILK 1,Aspen,38700 Highway 82,CO,81611,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,THE MAE STATION 1,Colorado Springs,609 S Cascade Ave,CO,80903,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SWANSEA EV CHAR ADMIN EV,Swansea,1 Gardners Neck Road,MA,2777,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SWANSEA EV CHAR HOYLE,Swansea,70 Community Ln,MA,2777,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HASTINGS MI HASTINGS #1,Hastings,205 N Michigan Ave,MI,49058,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,UMN DULUTH PAY LOT G,Duluth,500 W St Marie St,MN,55811,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,UMN DULUTH KIRBY DRIVE S,Duluth,1023 University Dr,MN,55812,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HUNTERSVILLE MARK OIL L3,Huntersville,101 Statesville Rd,NC,28078,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,14.48,,,,
ELEC,MONTRACHET1 MONTRACHET APTS,Napa,3200 Soscol Ave,CA,94558,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,AHBD ADVENTIST 8,Bakersfield,1609 28th St,CA,93301,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LA PLAZA CVS UPSTAIRS1,Los Angeles,555 N Broadway,CA,90012,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CHARGER 01 PUBLIC #1,Colorado Springs,6011 E Woodmen Rd,CO,80923,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CHARGER 01 PUBLIC #2,Colorado Springs,6001 E Woodmen Rd,CO,80923,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BOSCIQUINCY STATION 1,Quincy,500 Commander Shea Blvd,MA,2171,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BAVARIAN INN BICB UNIT 2-1&2,Frankenmuth,775 S Main St,MI,48734,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HALIFAX EMC HALIFAX EMC DC1,Enfield,23945 NC-561,NC,27823,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,14.48,,,,
ELEC,STATE OF UTAH RICHFIELD SO 1,Richfield,210 W 800 S,UT,84701,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,,
ELEC,MUROCJUSD STATION1,North Edwards,17100 Foothill Ave,CA,93523,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,NORTHSTAR MGMT SHOREHAM 2,San Diego,5075 Shoreham Pl,CA,92122,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,VERONA TOWNSHIP MUNI COURT ST1,Verona,880 Bloomfield Ave,NJ,7044,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WENDY'S NODAK EV 1,Grand Forks,3760 32nd Ave S,ND,58201,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,34.8,,,,
ELEC,CRPUD BEST WESTERN L2,St. Helens,585 S Columbia River Hwy,OR,97051,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,POLICECOVE POLICE COVE 2,Barrington,90 County Rd,RI,2806,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WVC GARAGE LEVEL SEVEN A,West Valley City,2945 W 3500 S,UT,84119,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WVC GARAGE LEVEL ONE B,West Valley City,2846 Lehman Ave,UT,84119,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WVC GARAGE LEVEL SIX A,West Valley City,2842 W 3590 S,UT,84119,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WVC GARAGE LEVEL THREE A,West Valley City,3534 W Valley Central Station bus Loop,UT,84119,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WVC GARAGE LEVEL ONE C,West Valley City,2843 W 3590 S,UT,84119,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,VERMONT BGS NEWPORT 1,Newport,115 Seymour Ln,VT,5855,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,COLEVSE PUBLIC LIBRARY,Longmont,409 4th Ave,CO,80501,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ROLLINS COLLEGE WELLNESS CENTER,Winter Park,118 W Fairbanks Ave,FL,32789,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,POTOMAC EDISON ALLEGANY COLLEG,Cumberland,12401 Willowbrook Rd,MD,21502,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ALTA CLARA ALTA CLARA 3,Stoneham,25 Executive Dr,MA,2180,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,KLEMMS MOBIL KLEMMSFAMILYV,Salem,4 Mall Rd,NH,3079,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,10,,,,
ELEC,RED BANK ENGLISH PLAZA 1,Red Bank,100 English Plaza,NJ,7701,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SONORA BANK CPE250-1,Wimberley,100 Stillwater Rd,TX,78676,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,,
ELEC,VERMONT BGS SPRINGFIELD 1,Springfield,700 Charlestown Rd,VT,5156,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,INSIGNIA 953 150 151N,Seattle,583 Battery St,WA,98164,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,INSIGNIA 953 144 145N,Seattle,583 Battery St,WA,98104,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HARPER BUILD C EAST,Tempe,1030 E Minton Dr,AZ,85282,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,"BEAUMONT, CA NORTH STATION",Beaumont,600 E 6th St,CA,92223,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,26.72,,,,
ELEC,MENDO COLLEGE LAKE EV1,Lakeport,2565 Parallel Dr,CA,95453,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,MENDO COLLEGE EAST EV3,Ukiah,1000 Hensley Creek Rd,CA,95482,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,MENDO COLLEGE WILLITS EV1,Willits,375 E Commercial St,CA,95490,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LA PLAZA PUBLIC STATION2,Los Angeles,555 N Spring St,CA,90012,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SVVSD STATION 1,Longmont,820 Main St,CO,80501,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,360 DEGREES 360 #3,Centennial,7700 E Peakview Ave,CO,80111,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,NOBLE REMC WINERY,Laotto,185 Co Rd 68,IN,46763,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,COUNTY COMPLEX INNOVATION 2,Barnstable,3195 Main St,MA,2630,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,COUNTY COMPLEX DEEDS #1,Barnstable,70 Railroad Ave,MA,2630,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SPENCER CENTER POST OFFICE 2,Spencer,18 Mechanic St,MA,1562,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,FUEL AMERICA 2 STATION 3,Encinal,I-35 Frontage Rd,TX,78019,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,15.6,,,,
ELEC,CITY-BROOKHAVEN BLACKBURN 1,Atlanta,3400 Donaldson Dr NE,GA,30319,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,PARKVIEW HEALTH LOT P14 NW 1,Fort Wayne,10901 Parkview Plaza Dr,IN,46845,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,AVIANA AVIANA 1,Reno,7000 Mae Anne Avenue,NV,89523,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,JERSEYCITY FULTON AVE LOT2,Jersey City,207 Fulton Ave,NJ,7305,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,6TH @ PLUM STATION 1,Marysville,115 S Plum St,OH,43040,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DIST @ CHANDLER DISTRICT 2,Chandler,2222 W Frye Rd,AZ,85224,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,THE VINEYARDS VAPR NORTH 7,Los Angeles,20065 W. Rinaldi St,CA,91326,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LONG BEACH AQUARIUM 10,Long Beach,99 Aquarium Way,CA,90802,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HILLTOP STATION 2,Richmond,3170 Hilltop Mall Rd,CA,94806,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CTS CHARGEPOINT STATION 3,Palo Alto,600 Hansen Way,CA,94304,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LOTIS CLUBHOUSE,Tamarac,9141 W Commercial Blvd,FL,33351,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HOWARD COUNTY STATION 1,Columbia,5685 Oakland Mills Rd,MD,21045,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CITYOFCAMBRIDGE 341 RINDGE,Cambridge,Rindge Ave @ Russell Field,MA,2140,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DAKOTA COUNTY EMPIRE FACILITY,Rosemount,2800 160th St W,MN,55068,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,FB ALABAMA BLDG1 STATION 2,Huntsville,100 S Profile Place,AL,35810,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LMC LMC LOT A STN06,Pittsburg,Lakeview Cir,CA,94565,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,LMC LMC LOT A STN10,Pittsburg,East Leland Rd &amp; Lakeview Cir,CA,94565,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CITY OF NOVATO 1549 HILL RD.4,Novato,1541 Hill Rd,CA,94947,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CITY OF NOVATO 1549 HILL RD.3,Novato,1549 Hill Rd,CA,94947,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SANTA CLARA STATION #6,Santa Clara,750 Reed St,CA,95050,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SANTA CLARA STATION #3,Santa Clara,788 Reed St,CA,95050,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,GRAYS PEAK GRAYS PEAK2,Fort Collins,4616 S Shields St,CO,80526,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BLARNEY CASTLE EZ MART CLARE 1,Clare,10400 S Clare Ave,MI,48617,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,15,,,,
ELEC,THE GAEL THE GAEL,Houston,4000 essex lane,TX,77027,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SUNCOMMON TASTE PLACE,Waitsfield,59 Mad River Green,VT,5673,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,17.52,,,,
ELEC,4040 WILSON SUB STATION 1,Arlington,4040 Wilson Blvd,VA,22203,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,PC GARAGE PC 1,Phoenix,150 W Catalina Dr,AZ,85013,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SANTA MONICA  LOT 5S 7,Santa Monica,2701 Barnard Way,CA,90405,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SANTA CLARA STATION #1,Santa Clara,778 Reed St,CA,95050,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,BIG Y FOODS SIMSBURY #95,Simsbury,1313 Hopmeadow St,CT,6070,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,FPL EVOLUTION MIDTOWN PGA DC4,Palm Beach Gardens,4801 PGA Boulevard,FL,33418,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,15,,,,
ELEC,OBE POWER JACKSON MH LEFT,Miami,1611 NW 12th Avenue,FL,33136,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SAVANNAH 1 CITY HALL,Savannah,15 Bull St W Bryan st,GA,31401,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,SAVANNAH 1 SAVANNAH 2,Savannah,MLK &amp; Liberty SB,GA,31415,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,NESIDECITYHALL STATION #1,Apple Valley,7100 147th St W,MN,55124,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CAMBCOBBLESTONE STATION 1,Cambridge,41502 Cambridge Dr,NE,69022,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,D BLOCK GARAGE STATION 1,Dublin,6750 Longshore St,OH,43017,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DAVISTECH P1,Kaysville,435 Simmons Way,UT,84037,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ACQUALINA ACQUALINA RESOR,Sunny Isles Beach,17875 Collins Ave,FL,33160,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,COYNE ENERGY MP OFFICE,Mount Pleasant,914 W Pickard Rd,MI,48858,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,VENTURECHARGERS STATION 2,Troy,3150 Livernois Rd,MI,48083,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,27,,,,
ELEC,SUNY ADIRONDACK SUNY ACC 1.1,Queensbury,640 Bay Rd,NY,12804,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,GHS STATION 1,Gresham,1200 N Main Ave,OR,97030,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,PPM NETWORK NESHAMINY INN 2,Bensalem,2345 Lincoln Hwy,PA,19053,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,AA CREDIT UNION STATION 1,Fort Worth,14050 FAA Blvd,TX,76155,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CONVERSE CONVERSE 2,Burlington,75 Colchester Ave,VT,5405,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,CLARENDON SPACE G1,Los Angeles,22131 Clarendon St,CA,91367,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WATERMARK DC STATION 3,Washington,1900 Half St SW,DC,20593,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,EVERGY @WSU TECH-417B,Wichita,4004 N Webb Rd @ WSU Tech Center,KS,67226,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,TOWN OF CARY TOWN HALL-PWH,Cary,228 Ambassador Loop Page-Walker Hotel,NC,27513,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,222 GLENWOOD STATION #1,Raleigh,222 Glenwood Ave,NC,27603,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DIXIETECH NORTH PARKING B,St. George,456 Knowledge Way,UT,84770,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DAC EV 2 STATION 3,Torrance,21535 Hawthorne Blvd,CA,90503,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DAC EV 2 STATION 1,Torrance,Unnamed Road,CA,90503,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,WINTERPARK WINTER PARK,Winter Park,862 Orlando Ave,FL,32789,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,COK LEC,Kearney,2025 A Avenue,NE,68847,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,HAWKINS P2 ST 1 SUNYPLATTSBURGH,Plattsburgh,47 Beekman Street,NY,12901,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,EDISON BREWING FP #1,Gahanna,785 Science Blvd,OH,43230,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,STATE OF UTAH WELCOME WEST 2,Monticello,216 S Main St,UT,84535,,1,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,,
ELEC,7SPC NASA USSRC R,Huntsville,Space and Rocket Center,AL,35805,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,DIMOND CENTER WEST PARKING,Anchorage,Dimond Center,AK,99515,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,UC UCIMC TRIANGLE LOT 04,Orange,3505 Chapman Ave,CA,92868,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,ADEGAAPARTMENTS EV1,Rohnert Park,541 Carlson Ave,CA,94928,2,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,IRVINE  CO  OFC ST 17300 23,Irvine,17300 Laguna Canyon Rd,CA,92603,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
ELEC,IRVINE  CO  OFC ST 17100 01,Irvine,17100 Laguna Canyon Rd,CA,92603,1,,ChargePoint Network,http://www.chargepoint.com/,public,,,,,,,,,,,0,0
