Converted Cost,Electric Price,Land Value,Economic Activity,Station Count,Sales Tax,Average
10.6,0.090330316,23500,5.673684388,2,0.095,7.462823413
10.6,0.093292251,76700,5.673684388,3,0.09313,7.462823413
10.6,0.09250268,14800,8.843340996,1,0.09917,7.462823413
10.6,0.084456501,137600,25.64702038,5,0.0935,7.462823413
10.6,0.065811576,43700,1.959995428,3,0.0935,7.462823413
10.6,0.065811576,48300,25.64702038,3,0.08517,7.462823413
10.6,0.094404994,27700,7.01822245,4,0.11,7.462823413
10.6,0.087825583,16000,2.497932077,2,0.09,7.462823413
10.6,0.094293013,24100,12.68760248,1,0.098,7.462823413
10.6,0.065811576,450200,25.64702038,3,0.08517,7.462823413
10.6,0.096823158,24600,4.922478903,5,0.09375,7.462823413
10.6,0.092687385,78500,2.963661194,2,0.089,7.462823413
10.6,0.065811576,456200,25.64702038,6,0.08517,7.462823413
10.6,0.100800388,22100,6.247755413,3,0.1085,7.462823413
10.6,0.065811576,166900,25.64702038,7,0.08917,7.462823413
10.6,0.065811576,151700,25.64702038,6,0.08517,7.462823413
10.6,0.112406,501000,38.99804321,14,0.0825,7.462823413
10.6,0.104988144,16100,2.497932077,2,0.095,7.462823413
10.6,0.087825583,16000,2.497932077,2,0.09,7.462823413
10.6,0.105354629,37100,4.922478903,1,0.0975,7.462823413
10.6,0.084456501,137600,25.64702038,5,0.0935,7.462823413
10.6,0.084456501,137600,25.64702038,5,0.0935,7.462823413
10.6,0.084456501,137600,25.64702038,5,0.0935,7.462823413
10.6,0.065811576,166900,25.64702038,7,0.08917,7.462823413
10.6,0.087286742,151700,25.64702038,2,0.09967,7.462823413
10.6,0.088764503,33100,38.38834236,2,0.09,7.462823413
10.6,0.090330316,23500,5.673684388,2,0.095,7.462823413
3,0.042154176,124000,141.6219531,5,0.06,7.462823413
6.4,0.078075212,1384400,114.3900277,40,0.06,7.462823413
10.6,0.096823158,24600,4.922478903,5,0.09375,7.462823413
6.4,0.088853887,44600,14.69997835,1,0.0725,7.462823413
7.5,0.103100803,163500,16.85175787,9,0.085,7.462823413
3,0.140257487,460800,26.1408422,7,0.075,7.462823413
8.76,0.114409822,362300,3.366540988,39,0.2125,7.462823413
8.76,0.114409822,362300,3.366540988,39,0.2125,7.462823413
6.24,0.137173751,2187000,98.41591895,52,0.2175,7.462823413
10.5,0.114409822,6216900,98.41591895,30,0.2025,7.462823413
10.24,0.114409822,9716400,98.41591895,14,0.2025,7.462823413
8.76,0.137173751,1599500,98.41591895,5,0.2125,7.462823413
11.76,0.137173751,1746900,98.41591895,9,0.2025,7.462823413
2.88,0.137173751,2146700,98.41591895,6,0.22,7.462823413
3.6,0.177064379,440800,3.606238302,22,0.2025,7.462823413
2.26,0.114409822,237500,1.394808878,20,0.2275,7.462823413
2.628,0.173548089,322100,17.01596331,5,0.20375,7.462823413
12.38,0.195263421,177800,33.51163594,10,0.21475,7.462823413
5.5,0.195263421,2010200,125.2839303,25,0.2225,7.462823413
6,0.195263421,1650100,82.13388047,23,0.2125,7.462823413
4,0.114409822,1539600,98.41591895,5,0.23,7.462823413
8,0.195263421,328700,4.185525878,49,0.2125,7.462823413
7.5,0.096434844,693100,16.85175787,11,0.085,7.462823413
6,0.092045391,310200,20.54204472,15,0.0625,7.462823413
6.4,0.07318157,662800,114.3900277,15,0.06,7.462823413
7.3,0.081339093,83600,7.21888738,4,0.07,7.462823413
6.4,0.07318157,191800,114.3900277,1,0.06,7.462823413
12.5,0.162570715,101400,6.073066365,3,0.07,7.462823413
7.5,0.116479135,20000,15.66438974,14,0.075,7.462823413
9.8,0.059955403,44500,56.5797172,1,0.06,7.462823413
11.8,0.111340105,313400,5.557113287,16,0.3465,7.462823413
9.99,0.090166561,354400,56.58734534,1,0.083,7.462823413
11.8,0.061471358,109000,41.82299639,4,0.06,7.462823413
11.8,0.063331162,2279800,8.394904991,20,0,7.462823413
