,Converted Cost,Electric Price,Land Value,Economic Activity,Station Count,Sales Tax
161,1.7999999999999998,0.077228413,1160700.0,1.091698699,5.0,0.102
162,2.25,0.0421541755,1006600.0,114.3900277,4.0,0.06
163,5.8,0.0645309945,399000.0,18.38059985,4.0,0.092
164,3.0,0.07690351,324600.0,12.29286041,21.0,0.075
165,4.35,0.1325890875,191400.0,84.69351463,1.0,0.0635
166,6.0,0.1109749295,59900.0,5.678995619,1.0,0.07875
167,3.75,0.0984160345,498200.0,56.58734534,15.0,0.086
168,4.275,0.10398959,75600.0,39.08764145,11.0,0.07975
169,4.275,0.10398959,75600.0,39.08764145,11.0,0.07975
170,2.0,0.08876189899999999,117400.0,19.61490511,3.0,0.07
171,3.0,0.069235344,187900.0,75.3360558,3.0,0.0
172,0.75,0.126024825,19925700.0,38.97930673,23.0,0.0625
173,0.99,0.081112542,314900.0,11.10630294,21.0,0.0775
174,2.25,0.0421541755,1006600.0,114.3900277,4.0,0.06
175,4.59,0.1016375105,178700.0,39.08764145,28.0,0.10475
176,3.0,0.08986155366666666,53200.0,12.09572213,4.0,0.0975
177,3.0,0.088548971,15329100.0,114.3900277,15.0,0.06
178,2.9699999999999998,0.07318157,456600.0,114.3900277,1.0,0.06
179,7.92,0.07318157,514100.0,132.9584854,9.0,0.06
180,7.92,0.07318157,2220100.0,114.3900277,6.0,0.06
181,0.99,0.081112542,627700.0,11.10630294,6.0,0.0775
182,6.0,0.10414244533333333,87700.0,16.85175787,16.0,0.06
183,1.185,0.08527993349999999,405300.0,47.8543645,11.0,0.0725
184,8.895,0.1144098215,6526300.0,98.41591895,6.0,0.22
185,7.92,0.07318157,272000.0,114.3900277,2.0,0.06
186,3.0,0.10414244533333333,87700.0,16.85175787,16.0,0.06
187,1.5,0.06538408400000001,636100.0,73.70362386,1.0,0.1
188,1.5,0.06538408400000001,542700.0,73.70362386,3.0,0.1025
189,1.5,0.06538408400000001,467700.0,73.70362386,1.0,0.1025
190,1.5,0.06538408400000001,411200.0,73.70362386,3.0,0.1
191,1.5,0.06538408400000001,405800.0,73.70362386,4.0,0.1
192,2.0,0.0645309945,399000.0,18.38059985,4.0,0.092
193,1.5,0.104944077,212300.0,9.403317264,4.0,0.07875
194,2.2,0.10262325,4237850.0,1.091698699,64.0,0.1025
195,3.0,0.187952543,1904200.0,98.41591895,17.0,0.2275
196,8.67,0.111496596,57500.0,30.68422426,19.0,0.07
197,8.67,0.111496596,57500.0,30.68422426,19.0,0.07
198,2.6,0.07807521249999999,2766900.0,114.3900277,13.0,0.06
199,3.0,0.096434844,449950.0,16.85175787,36.0,0.085
200,6.0,0.093376646,790100.0,50.9612937,27.0,0.0825
201,2.6,0.07807521249999999,1695700.0,114.3900277,9.0,0.06
202,2.6,0.07807521249999999,2766900.0,114.3900277,13.0,0.06
203,4.275,0.10398959,75600.0,39.08764145,11.0,0.07975
204,4.574999999999999,0.101352042,92200.0,39.08764145,14.0,0.09725
205,3.0,0.104944077,174700.0,9.403317264,1.0,0.08025
206,2.6,0.07807521249999999,1695700.0,114.3900277,9.0,0.06
207,2.6,0.07807521249999999,1001000.0,114.3900277,7.0,0.06
208,2.55,0.096434844,318800.0,16.85175787,6.0,0.08
209,4.53,0.10398959,183800.0,39.08764145,6.0,0.1035
210,4.545,0.103636623,250700.0,39.08764145,6.0,0.096
211,4.5,0.1011493145,18000.0,3.865683942,3.0,0.08225
212,4.53,0.0947333535,36000.0,2.698384115,3.0,0.09225
213,4.5,0.087868273,54700.0,1.604917942,6.0,0.09475
214,4.545,0.10581221900000001,124700.0,39.08764145,7.0,0.09725
215,4.515,0.085941032,64400.0,2.698384115,3.0,0.096
216,4.4399999999999995,0.10398959,239200.0,39.08764145,10.0,0.106
217,4.485,0.0954978135,38500.0,3.183764574,9.0,0.09225
218,4.574999999999999,0.087868273,89600.0,1.604917942,7.0,0.102
219,4.545,0.1016375105,178700.0,39.08764145,28.0,0.10475
220,4.755,0.10157406966666667,53100.0,2.698384115,6.0,0.0985
221,3.0,0.102169396,317500.0,43.53979947,2.0,0.06
222,3.0,0.102169396,240300.0,43.53979947,3.0,0.06
223,3.0,0.06957764250000001,118900.0,23.01945369,5.0,0.078
224,2.55,0.096434844,318800.0,16.85175787,6.0,0.08
225,0.75,0.06558102874999999,41300.0,7.381588736,2.0,0.28
226,3.0,0.06538408400000001,334900.0,73.70362386,5.0,0.1025
227,4.5,0.0984160345,592300.0,2.09216958,9.0,0.086
228,3.96,0.060419655999999995,397450.0,75.3360558,3.0,0.0
229,4.5,0.0646821225,586600.0,357.4244502,7.0,0.08
230,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
231,3.165,0.0646821225,198300.0,357.4244502,1.0,0.06
232,3.75,0.126024825,2422800.0,38.97930673,13.0,0.0625
233,3.0,0.0645309945,1508900.0,1.091698699,4.0,0.101
234,7.7250000000000005,0.084777407,344600.0,69.16602715,12.0,0.075
235,4.5,0.07807521249999999,434900.0,114.3900277,2.0,0.06
236,3.0,0.096434844,1558900.0,16.85175787,25.0,0.085
237,3.0,0.096434844,1558900.0,16.85175787,25.0,0.085
238,1.5,0.200172186,58200.0,2.624637777,4.0,0.06
239,8.22,0.07318157,684600.0,114.3900277,1.0,0.06
240,8.22,0.07318157,435100.0,114.3900277,1.0,0.06
241,2.8000000000000003,0.06538408400000001,6473900.0,73.70362386,7.0,0.1025
242,6.75,0.116861707,202750.0,25.78053272,9.0,0.055
243,3.96,0.1193743555,396300.0,38.97930673,16.0,0.07
244,6.0,0.10166752500000001,245300.0,16.85175787,5.0,0.0775
245,2.0,0.100955744,34500.0,0.480526675,2.0,0.07
246,4.755,0.09457718600000001,156100.0,39.08764145,11.0,0.0985
247,9.06,0.08111395925,295100.0,357.4244502,2.0,0.06625
248,2.25,0.10262325,3751200.0,1.091698699,17.0,0.1025
249,2.0,0.0645309945,643600.0,6.710881471,11.0,0.101
250,4.755,0.101352042,353700.0,39.08764145,31.0,0.1085
251,5.0,0.063331162,287600.0,75.3360558,4.0,0.0
252,2.25,0.10902480149999999,214900.0,12.29286041,7.0,0.075
253,1.5,0.135807288,71100.0,21.03986059,1.0,0.22
254,4.4399999999999995,0.10398959,218200.0,39.08764145,23.0,0.101
255,4.755,0.101352042,200250.0,39.08764145,3.0,0.0985
256,3.7128,0.145438805,348300.0,6.073066365,5.0,0.07
257,4.2,0.063331162,2279800.0,8.394904991,9.0,0.0
258,3.0,0.06538408400000001,6692250.0,73.70362386,25.0,0.1025
259,4.755,0.0946101575,98200.0,2.698384115,6.0,0.0885
260,4.545,0.10581221900000001,163200.0,39.08764145,22.0,0.10725
261,4.545,0.10581221900000001,163200.0,39.08764145,22.0,0.10725
262,4.755,0.101352042,200250.0,39.08764145,37.0,0.1185
263,2.25,0.0421541755,2779900.0,114.3900277,21.0,0.06
264,4.5,0.10687335,34300.0,17.41202737,14.0,0.07
265,9.0,0.0467721515,63600.0,5.263081584,1.0,0.053
266,3.0,0.06538408400000001,4096300.0,73.70362386,11.0,0.1025
267,4.53,0.10398959,213200.0,39.08764145,24.0,0.1035
268,2.6,0.07807521249999999,1695700.0,114.3900277,9.0,0.06
269,2.6,0.07807521249999999,1695700.0,114.3900277,9.0,0.06
270,2.6,0.07807521249999999,2766900.0,114.3900277,13.0,0.06
271,3.1,0.0787402825,363900.0,142.8517489,2.0,0.06625
272,4.0,0.063331162,1897100.0,8.394904991,3.0,0.0
273,6.0,0.07259745,845200.0,1.091698699,16.0,0.105
274,4.5,0.049467422999999996,333500.0,3.497607948,1.0,0.08375
275,8.0,0.08950478649999999,81800.0,23.87980923,2.0,0.07
276,4.4399999999999995,0.10398959,182000.0,39.08764145,9.0,0.111
277,8.25,0.106695173,784500.0,38.06365634,1.0,0.06625
278,4.5600000000000005,0.11380424,455200.0,29.11370255,11.0,0.0775
279,4.5600000000000005,0.11380424,455200.0,29.11370255,11.0,0.0775
280,3.0,0.10262325,674900.0,1.091698699,2.0,0.1025
281,3.0,0.096434844,1619600.0,16.85175787,47.0,0.085
282,4.695,0.09543747333333334,60400.0,2.698384115,3.0,0.091
283,2.7750000000000004,0.1013254485,394900.0,14.54249919,1.0,0.0675
284,4.65,0.101352042,200250.0,39.08764145,37.0,0.1185
285,3.7128,0.156403409,719400.0,6.073066365,19.0,0.07
286,3.5599999999999996,0.1625707145,116100.0,6.073066365,11.0,0.06
287,1.0,0.08295205,169500.0,15.6364057,1.0,0.07
288,3.0,0.106665508,443400.0,2.09216958,12.0,0.086
289,6.165000000000001,0.099560776,1000200.0,5.557113287,48.0,0.3581
290,3.0,0.10744830450000001,203800.0,21.23559256,3.0,0.362
291,4.755,0.101352042,335500.0,39.08764145,73.0,0.1085
292,3.0,0.104944077,426100.0,9.403317264,9.0,0.07875
293,3.0,0.096434844,359500.0,16.85175787,4.0,0.08
294,4.5,0.0984160345,754000.0,56.58734534,2.0,0.086
295,4.5,0.0984160345,498200.0,56.58734534,15.0,0.086
296,2.25,0.08395846,421600.0,42.28560165,3.0,0.0925
297,4.53,0.10398959,182000.0,39.08764145,9.0,0.111
298,4.755,0.101352042,175500.0,39.08764145,9.0,0.1035
299,4.755,0.101352042,121300.0,39.08764145,8.0,0.0985
300,2.25,0.088548971,11406450.0,114.3900277,5.0,0.06
301,2.25,0.088548971,11406450.0,114.3900277,5.0,0.06
302,2.25,0.088548971,11406450.0,114.3900277,5.0,0.06
303,3.0,0.1625707145,199600.0,6.073066365,2.0,0.07
304,3.0,0.06538408400000001,3314150.0,73.70362386,11.0,0.1025
305,6.93,0.083487636,8841900.0,142.8517489,15.0,0.06625
306,1.5,0.08295205,115100.0,15.6364057,2.0,0.075
307,3.0,0.077228413,2308600.0,1.091698699,8.0,0.101
308,3.5599999999999996,0.1625707145,116100.0,6.073066365,11.0,0.06
309,9.0,0.11569060349999999,100500.0,14.17997244,1.0,0.0
310,1.98,0.1063684935,258900.0,9.403317264,1.0,0.07375
311,9.27,0.105092691,94300.0,54.67587764,4.0,0.3515
312,2.54,0.1625707145,116100.0,6.073066365,11.0,0.06
313,2.7750000000000004,0.1013254485,180300.0,14.54249919,1.0,0.0675
314,3.7128,0.145438805,348300.0,6.073066365,5.0,0.07
315,4.755,0.101352042,200250.0,39.08764145,37.0,0.1185
316,3.0,0.0645309945,364600.0,18.38059985,1.0,0.086
317,5.0,0.105494482,654000.0,5.557113287,13.0,0.35855
318,3.75,0.11569060349999999,450500.0,20.54204472,6.0,0.0
319,4.755,0.11133594050000001,833700.0,0.196316401,9.0,0.354
320,3.75,0.0421541755,7809800.0,114.3900277,4.0,0.06
321,3.0,0.096434844,359500.0,16.85175787,4.0,0.08
322,2.4000000000000004,0.0688234135,216000.0,2.98704191,2.0,0.06
323,6.0,0.077228413,2608600.0,1.091698699,85.0,0.102
324,4.755,0.101352042,39200.0,39.08764145,17.0,0.0885
325,4.4399999999999995,0.10398959,167900.0,39.08764145,8.0,0.101
326,4.755,0.101352042,335500.0,39.08764145,73.0,0.1085
327,4.755,0.101352042,335500.0,39.08764145,73.0,0.1085
328,3.0,0.0421541755,912300.0,114.3900277,6.0,0.06
329,3.0,0.0825941555,232100.0,16.77929778,3.0,0.0925
330,3.0,0.0825941555,55200.0,16.77929778,2.0,0.0925
331,3.0,0.0825941555,91500.0,16.77929778,2.0,0.0925
332,3.0,0.0825941555,72800.0,16.77929778,9.0,0.0925
333,3.0,0.0825941555,63200.0,16.77929778,1.0,0.0925
334,1.35,0.0421541755,940100.0,114.3900277,21.0,0.06
335,0.36,0.06513687,71900.0,1.42664144,1.0,0.0
336,5.0,0.058378199500000005,88500.0,131.6739115,1.0,0.06
337,1.5,0.0645309945,718800.0,6.710881471,19.0,0.101
338,1.5,0.0645309945,718800.0,6.710881471,19.0,0.101
339,1.5,0.0645309945,718800.0,6.710881471,19.0,0.101
340,1.5,0.0645309945,718800.0,6.710881471,19.0,0.101
341,2.2800000000000002,0.07562839125,396200.0,114.3900277,2.0,0.06
342,9.54,0.348054661,1645200.0,0.283095138,2.0,0.04
343,0.25,0.10905662266666667,979100.0,5.557113287,49.0,0.35855
344,0.25,0.10905662266666667,979100.0,5.557113287,49.0,0.35855
345,0.23,0.10262325,2808300.0,1.091698699,2.0,0.1025
346,0.23,0.10262325,2808300.0,1.091698699,2.0,0.1025
347,0.12,0.0740935022,70400.0,1.55736993,1.0,0.0
348,5.9399999999999995,0.104944077,830200.0,9.403317264,7.0,0.08025
349,4.47,0.104944077,191800.0,9.403317264,20.0,0.07875
350,4.47,0.104944077,191800.0,9.403317264,20.0,0.07875
351,3.0,0.08526703399999999,164600.0,0.707492637,5.0,0.07
352,9.0,0.135807288,105500.0,7.909932041,2.0,0.22
353,2.6,0.07807521249999999,630000.0,114.3900277,2.0,0.06
354,2.6,0.07807521249999999,1050300.0,114.3900277,6.0,0.06
355,2.6,0.07807521249999999,630000.0,114.3900277,2.0,0.06
356,3.0,0.07562839125,434800.0,114.3900277,1.0,0.06
357,2.4,0.10905662266666667,1123300.0,5.557113287,40.0,0.35845
358,2.4,0.10905662266666667,1123300.0,5.557113287,40.0,0.35845
359,3.0,0.06538408400000001,1121400.0,73.70362386,1.0,0.1025
360,3.0,0.06538408400000001,97600.0,64.60064636,16.0,0.08
361,3.0,0.0645309945,438200.0,6.710881471,15.0,0.101
362,3.0,0.0645309945,499300.0,6.710881471,2.0,0.101
363,5.025,0.1016850835,72500.0,2.698384115,5.0,0.0935
364,6.0,0.093376646,1839600.0,50.9612937,21.0,0.0825
365,4.5,0.0938027045,35000.0,2.698384115,8.0,0.0835
366,3.4000000000000004,0.07318157,518700.0,114.3900277,2.0,0.06
367,2.55,0.1007537838,25800.0,8.092135751,4.0,0.07
368,2.9699999999999998,0.081112542,459000.0,11.10630294,35.0,0.0725
369,6.0,0.1253686635,198400.0,19.6234941,1.0,0.087
370,4.574999999999999,0.101352042,82800.0,39.08764145,14.0,0.10475
371,4.2,0.063331162,2279800.0,8.394904991,9.0,0.0
372,4.574999999999999,0.101352042,92200.0,39.08764145,14.0,0.09725
373,3.0,0.14165239725,57300.0,18.74100907,2.0,0.08
374,6.0,0.088552342,326500.0,50.9612937,5.0,0.0825
375,2.25,0.099352499,80300.0,16.85175787,56.0,0.085
376,3.0,0.11380424,307200.0,1.380212799,16.0,0.083125
377,5.0,0.07185572,264100.0,75.3360558,18.0,0.0
378,2.6,0.07807521249999999,1384400.0,114.3900277,20.0,0.06
379,3.0,0.096434844,687900.0,16.85175787,5.0,0.085
380,4.0,0.089241861,77000.0,11.00555881,15.0,0.06
381,4.574999999999999,0.09718399999999999,159500.0,2.698384115,7.0,0.09225
382,1.6,0.06538408400000001,730700.0,73.70362386,3.0,0.1
383,3.0,0.105424564,131900.0,16.85175787,2.0,0.08
384,6.0,0.10262325,3688600.0,1.091698699,10.0,0.1025
385,9.0,0.1220141515,800600.0,84.69351463,1.0,0.0635
386,5.0,0.0421541755,2779900.0,114.3900277,21.0,0.06
387,3.0,0.10262325,3751200.0,1.091698699,17.0,0.1025
388,2.4000000000000004,0.102169396,289700.0,43.53979947,2.0,0.06
389,2.0,0.0645309945,643600.0,6.710881471,11.0,0.101
390,8.597999999999999,0.068755064,198300.0,47.60426336,2.0,0.06
391,9.0,0.0645309945,529500.0,6.710881471,7.0,0.101
392,4.5,0.0984160345,486500.0,56.58734534,11.0,0.086
393,5.0,0.10262325,2281850.0,1.091698699,14.0,0.1025
394,3.0,0.08934881866666666,221200.0,42.28560165,20.0,0.0975
395,4.5,0.0984160345,486500.0,56.58734534,11.0,0.086
396,4.0,0.104944077,191800.0,9.403317264,20.0,0.07875
397,2.25,0.0645309945,644000.0,0.6959871599999999,7.0,0.088
398,1.5,0.0688234135,373800.0,155.9473625,3.0,0.06
399,3.0,0.10008557600000001,170300.0,99.86686205,2.0,0.08
400,4.755,0.101352042,335500.0,39.08764145,73.0,0.1085
401,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
402,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
403,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
404,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
405,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
406,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
407,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
408,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
409,1.0,0.09335136299999999,196400.0,19.61490511,12.0,0.0725
410,4.755,0.101352042,335500.0,39.08764145,73.0,0.1085
411,6.0,0.06538408400000001,5285100.0,73.70362386,22.0,0.1025
412,4.755,0.101352042,200250.0,39.08764145,70.0,0.1185
413,4.5,0.0938027045,35000.0,2.698384115,8.0,0.0835
414,4.545,0.10581221900000001,163200.0,39.08764145,22.0,0.10725
415,4.515,0.1016375105,178700.0,39.08764145,28.0,0.10475
416,4.545,0.1016375105,163800.0,39.08764145,13.0,0.11475
417,4.545,0.1016375105,178700.0,39.08764145,28.0,0.10475
