Electric Price,Land Value,Economic Activity,Station Count,Sales Tax,Converted Cost
0.068011087,143400,6.582176041,4,0,5.4
0.060419656,56700,1.719377451,6,0,8.4
0.067140518,60400,0.327403112,7,0,5.4
0.06762479,136300,1.848842493,2,0,12.76
0.095676805,736700,1.091698699,4,0.106,6.666666667
0.10262325,3813800,1.091698699,7,0.1025,8.76
0.077228413,1153700,1.091698699,3,0.1025,12.16
0.077228413,1351100,1.091698699,5,0.1025,8.76
0.10262325,4583300,1.091698699,52,0.1025,8.76
0.10262325,2751700,1.091698699,3,0.1025,8.76
0.10262325,1447600,1.091698699,8,0.103,12.16
0.064530995,438200,6.710881471,15,0.101,7
0.088730361,485100,1.091698699,3,0.105,8.5
