,ZIP,Num EVs
0,80302.0,729.9580622537102
1,80023.0,632.0523422095831
2,80461.0,17.00102881615444
3,80504.0,771.7913540623887
4,80118.0,85.14681932090559
5,80125.0,211.04888272054785
6,80303.0,727.0634938231894
7,80922.0,114.75694450903764
8,80206.0,461.9557329990054
9,80521.0,335.34529339867703
10,80132.0,335.34529339867703
11,80011.0,328.167081231855
12,80205.0,350.45731901303924
13,81611.0,316.48458289175693
14,80219.0,113.24574194760187
15,80130.0,374.73101015610854
16,80027.0,1114.1813134988693
17,80127.0,536.9234919093095
18,80246.0,144.16863350774773
19,80503.0,977.4174816888914
20,80516.0,652.8256679926351
21,80020.0,628.6815012296447
22,80231.0,234.61419766294392
23,80549.0,93.1750829285331
24,80111.0,754.6429405694005
25,80422.0,46.70560416438069
26,80016.0,961.3609544736315
27,80525.0,689.9030652645635
28,80634.0,258.21448657348486
29,80220.0,609.5813332193062
30,81144.0,7.981038527583654
31,80864.0,3.778006403589878
32,80304.0,1188.8585892559252
33,80126.0,707.5733743124362
34,80654.0,6.942086766596428
35,80543.0,28.99619914755264
36,80537.0,333.5979654370164
37,80229.0,127.83829168146599
38,80203.0,151.10641759580975
39,80014.0,195.37015614564706
40,80007.0,395.55727045590146
41,80124.0,383.9795031919337
42,80226.0,196.22020758645493
43,80466.0,70.83762006731068
44,80134.0,879.813014762674
45,80108.0,534.3241036122434
46,80924.0,197.54264146832605
47,80116.0,52.51428900990029
48,80401.0,729.5331681739207
49,80015.0,564.702261870725
50,80301.0,830.6302452351973
51,80487.0,127.68277789354843
52,80122.0,305.78239329058096
53,81403.0,46.258610785106924
54,80238.0,848.0679874459598
55,80123.0,422.0977654411251
56,80439.0,458.8388777160432
57,80424.0,117.7321245518643
58,80004.0,267.8134289344959
59,80524.0,504.7425256075829
60,80223.0,124.48531099828038
61,80239.0,93.91195843250549
62,80202.0,457.65825071492117
63,80465.0,196.5507831467691
64,80112.0,448.118784545855
65,80128.0,267.6245286143164
66,81639.0,5.430884205160463
67,80221.0,199.47873810955178
68,80925.0,69.8354341738137
69,80536.0,18.18165581727631
70,80921.0,302.2679793733885
71,80538.0,399.99642798012036
72,81615.0,57.095121774253144
73,80305.0,635.1301015235873
74,80209.0,610.7619602204283
75,80102.0,34.002057632309366
76,80601.0,143.0447674559179
77,80005.0,319.9971423840904
78,80207.0,257.56558656475653
79,80603.0,78.62975827471385
80,80920.0,228.8404867855682
81,80501.0,407.40327489004693
82,80909.0,77.75403467316461
83,81601.0,130.79963317651053
84,80104.0,277.7306957439211
85,80517.0,104.22575165903214
86,80923.0,149.37292818193208
87,80013.0,323.53902338745655
88,80138.0,318.7220652228786
89,80133.0,28.146147706744895
90,80113.0,393.4321418538818
91,80211.0,621.9939066181385
92,81201.0,42.97482284083558
93,80017.0,113.81244290814028
94,80022.0,197.8730853880258
95,80526.0,476.45383257278417
96,80033.0,185.73623981649115
97,81001.0,45.997227963707566
98,81427.0,4.816958164577102
99,80230.0,203.44564483332186
100,80121.0,385.64000364647626
101,81621.0,140.87241377385334
102,80918.0,193.52837802389666
103,80129.0,350.41009393299436
104,80602.0,383.50103649667363
105,80021.0,330.6952678954088
106,81007.0,110.2705619047752
107,80831.0,164.76830427656358
108,80421.0,44.4388003222267
109,80216.0,254.68485668201873
110,80514.0,42.07754631998296
111,80907.0,154.14266126646515
112,80550.0,376.4516627997717
113,80927.0,85.66629520139914
114,80520.0,13.742498293058164
115,80916.0,81.39511957225152
116,80026.0,786.3448078272992
117,81212.0,44.95827620272032
118,81623.0,263.56317173045653
119,80218.0,236.2198503844699
120,80513.0,180.66443047494317
121,80540.0,128.1029163849897
122,81413.0,17.66217993678269
123,80829.0,66.02066190273418
124,81425.0,5.383659125115589
125,80260.0,64.74558474152275
126,81089.0,7.272662326910545
127,81301.0,257.8489370450258
128,80228.0,452.7566159168071
129,80906.0,378.3034203138814
130,80241.0,198.6759117487888
131,81435.0,75.98515379220126
132,80224.0,202.35946799228958
133,81005.0,53.93104141124653
134,80212.0,375.0477471686398
135,80547.0,119.14887695321033
136,80237.0,193.1505773835376
137,80403.0,446.1451709965167
138,81652.0,10.86176841032091
139,80528.0,405.4196895323101
140,81657.0,113.62354258796081
141,80512.0,29.232324547777015
142,80210.0,655.4841110229314
143,80232.0,112.7734911471532
144,80109.0,289.773091155366
145,80233.0,144.17816937699507
146,80012.0,135.44152956869192
147,80135.0,51.47533724891304
148,81507.0,140.87241377385334
149,81654.0,18.039980577141687
150,80234.0,221.24950001024234
151,80031.0,331.9923127154904
152,81632.0,158.91239435099823
153,80534.0,109.18438506374325
154,80908.0,221.3439501703321
155,81506.0,58.275748775375014
156,80904.0,131.21977166795182
157,80452.0,21.534636500462423
158,80631.0,91.00272924646919
159,80010.0,83.8245170796493
160,81303.0,30.08237598858476
161,80235.0,54.733867772009404
162,80247.0,115.79589627002473
163,80204.0,253.42932750528587
164,80249.0,174.26067700619927
165,80905.0,79.85761035588041
166,80222.0,218.03819456719037
167,80018.0,104.1313014989424
168,80110.0,95.81968741104569
169,80003.0,214.35463832368958
170,80621.0,42.12477140002783
171,81143.0,3.778006403589878
172,81428.0,31.168552829616882
173,80440.0,16.859353576019817
174,80309.0,17.520504696648064
175,80120.0,258.4628630856093
176,80817.0,72.42130512996629
177,81147.0,27.75450851860294
178,81236.0,8.21716392780802
179,80107.0,93.4584334088023
180,81252.0,15.489826254718466
181,80615.0,39.196816437245594
182,81620.0,115.79589627002473
183,81004.0,34.61598367289274
184,80913.0,18.087205657186562
185,80227.0,280.18639990625496
186,80910.0,58.51187417559939
187,81224.0,44.20267492200232
188,80530.0,46.469478764156314
189,80919.0,296.5053591766745
190,80136.0,15.348151014583847
191,80749.0,0.5667009605384821
192,81505.0,58.32297385541989
193,80903.0,97.14198965230199
194,81631.0,78.86588367493819
195,80443.0,59.78695133681101
196,81211.0,14.498099573776132
197,80535.0,27.2016461058474
198,80002.0,122.97410843684462
199,81003.0,26.209919424905028
200,81521.0,45.71387748343832
201,80433.0,69.73760467849577
202,81523.0,3.1168552829616494
203,80214.0,155.22883810749744
204,80911.0,104.22575165903214
205,81423.0,5.76145976547458
206,80455.0,7.93381344753878
207,81401.0,51.38088708882329
208,80951.0,25.123742583872907
209,80915.0,52.41983884981054
210,80030.0,44.67492572245107
211,80751.0,22.668038421539418
212,80025.0,8.075488687673401
213,80481.0,11.428469370859386
214,81526.0,24.65149178342416
215,80435.0,75.31016412379016
216,81419.0,16.339877695526194
217,81082.0,17.123978279543508
218,80640.0,66.54013778322772
219,80863.0,54.02549157133628
220,80215.0,184.7917382155935
221,80498.0,88.58041161639798
222,81131.0,15.820401815032577
223,80442.0,34.23818303253374
224,81645.0,6.233710565923319
225,81501.0,58.32297385541989
226,81432.0,41.558070439489335
227,80917.0,105.21747833997436
228,81122.0,18.93725709799431
229,80814.0,17.945530417051938
230,81101.0,15.820401815032577
231,80620.0,33.43535667177087
232,80624.0,2.0306784419295596
233,81230.0,33.52980683186062
234,80106.0,29.407386320173558
235,80840.0,12.042395411442735
236,81637.0,42.78592252065608
237,80542.0,41.274719959220086
