,Converted Cost,Electric Price,Land Value,Economic Activity,Station Count,Sales Tax,Density,Population,Num EVs,ZIP
0,0.1816546762589928,0.2623554624514294,0.14859973328253,0.09915144521826837,0.39215686274509803,0.21596858638743457,0.23880825325066102,0.25005973715651136,0.2953678093461501,78723.0
1,0.2805755395683453,0.2253685212939954,0.09999788319468259,0.0014966460436866866,0.0392156862745098,0.27486910994764396,0.054763995584316945,0.35161290322580646,0.09733657669119754,98204.0
2,0.0011241007194244563,0.8131776655777884,0.02188776698207066,0.011251176013866515,0.19607843137254902,0.15706806282722513,0.20606810476196957,0.029344729344729346,0.038500890841916456,5672.0
3,0.2580935251798561,0.023177162206260694,0.3828665777608433,0.1468821817072247,0.0392156862745098,0.0,0.28840715238636355,0.34593327819134273,0.48742814070992463,97202.0
4,0.01079136690647483,0.4029691052474239,0.06733557714696979,0.06430746353961726,0.23529411764705882,0.14397905759162302,0.028490073425696198,0.39438470728793307,0.05886205656260796,53704.0
5,0.21312949640287768,0.03272847773603917,0.09007006625600643,0.012500147578317673,0.27450980392156865,0.26439790575916233,0.10537511358855522,0.20209539564378273,0.1075239469638838,98188.0
6,0.12320143884892086,0.41026279947488026,0.017548316081369995,0.10021835868597433,0.0392156862745098,0.206151832460733,0.04861256948293798,0.32459332781913425,0.08034401188527883,55330.0
7,0.2580935251798561,0.2806659759216992,0.1532567049808429,0.0014966460436866866,0.058823529411764705,0.2774869109947644,0.24731238630040378,0.31982354562999726,0.3878376713886128,98026.0
8,0.4451438848920863,0.1338067953404938,0.24152748671704663,0.0014966460436866866,0.0392156862745098,0.2683246073298429,0.224213829562956,0.19990809668229023,0.22395422034291207,98106.0
9,0.1816546762589928,0.2623554624514294,0.16456044537583878,0.09915144521826837,0.5098039215686274,0.21596858638743457,0.5911241281417751,0.2371748920136017,0.6909789631133408,78746.0
10,0.29226618705035967,0.3359634305494031,0.8046188692025994,0.0014966460436866866,0.11764705882352941,0.2683246073298429,0.39409226983585366,0.4116349600220568,0.7872243998839916,98103.0
11,0.29226618705035967,0.3359634305494031,0.5797929764399569,0.0014966460436866866,0.0392156862745098,0.2683246073298429,0.49804987695109204,0.414346107894495,1.0,98115.0
12,0.4451438848920863,0.3359634305494031,0.30374039499587224,0.0014966460436866866,0.13725490196078433,0.2696335078534031,0.3102257246415273,0.33048433048433046,0.501256506998404,98125.0
13,0.31384892086330934,0.3765193129883493,0.036366715353188965,0.007483116813013067,0.058823529411764705,0.9298429319371728,0.07189521228085712,0.09043286462641302,0.034898257537952414,81506.0
14,0.23561151079136688,0.11861045735907157,0.010118329417243496,0.020909998371195816,0.0196078431372549,0.15706806282722513,0.006918369672785307,0.07189596544435255,0.0032657079012202656,49544.0
15,0.2491007194244604,0.1967924598394699,0.011007387650557778,0.09915144521826837,0.0196078431372549,0.21596858638743457,0.02499724877309745,0.40639647091259995,0.053773844063947585,78155.0
16,0.01079136690647483,0.4029691052474239,0.07603564700154526,0.06430746353961726,0.0784313725490196,0.14397905759162302,0.036365210237685554,0.409953129307968,0.0767155377418966,53711.0
17,0.2850719424460431,0.20301361926463607,0.04832666539658348,0.09915144521826837,0.0196078431372549,0.21596858638743457,0.13482299831552008,0.12578807094936126,0.08759436813764163,78747.0
18,0.16816546762589926,0.4493092479565689,0.015262166338561842,0.04984239916494202,0.0,0.14397905759162302,0.0010879304624810036,0.22594430658946787,0.003720938000592251,53225.0
19,0.34802158273381295,0.36837813959084204,0.02286149742808154,0.07389525081379957,0.0196078431372549,0.17342931937172776,0.07005091560607461,0.3805808289679257,0.13327795045232024,8234.0
20,0.022482014388489208,0.30730284884933834,0.05241209965919434,0.001250709726291941,0.11764705882352941,0.9397905759162303,0.1319567123181886,0.06519621358331036,0.04738244454973252,81631.0
21,0.2491007194244604,0.1967924598394699,0.011007387650557778,0.09915144521826837,0.0196078431372549,0.21596858638743457,0.02499724877309745,0.40639647091259995,0.053773844063947585,78155.0
22,0.01079136690647483,0.42333120132361496,0.2011600093139434,0.06430746353961726,0.3333333333333333,0.14397905759162302,0.03640949070417347,0.24664093373770793,0.04678803929252095,53703.0
23,0.35881294964028776,0.11861045735907157,0.038038991553946785,0.020909998371195816,0.0392156862745098,0.15706806282722513,0.10854943810954769,0.013831449315320283,0.012191976164555649,49453.0
24,0.07823741007194245,0.2806659759216992,0.1532567049808429,0.0014966460436866866,0.058823529411764705,0.2774869109947644,0.24731238630040378,0.31982354562999726,0.3878376713886128,98026.0
25,0.3255395683453237,0.4597535849101262,0.008975254545839419,0.010479505428604376,0.0196078431372549,0.206151832460733,0.02067707298399263,0.03134822167080232,0.00413633950335064,55767.0
26,0.1789568345323741,0.358819989936815,0.07131517114370992,0.010240835059331254,0.0784313725490196,0.9162303664921465,0.3408524251643968,0.15706276996599577,0.2700708014178159,80403.0
27,0.29226618705035967,0.3359634305494031,0.8046188692025994,0.0014966460436866866,0.11764705882352941,0.2683246073298429,0.39409226983585366,0.4116349600220568,0.7872243998839916,98103.0
28,0.07823741007194245,0.4493092479565689,0.012997184648927839,0.04984239916494202,0.0392156862745098,0.14397905759162302,0.003008903561995749,0.2758202371105597,0.007184576101221379,53208.0
29,0.23561151079136688,0.06689845417443065,0.04216676192290595,0.30473549827880014,0.058823529411764705,0.15706806282722513,0.07530032835705502,0.2301534785405753,0.08775892849679043,48108.0
30,0.29226618705035967,0.1338067953404938,0.2833132236828179,0.0014966460436866866,0.0784313725490196,0.2683246073298429,0.20546234407887054,0.19532212112857275,0.20091664515008065,98108.0
31,0.2850719424460431,0.2655243573707522,0.009525623928367309,0.009584178174534575,0.09803921568627451,0.21596858638743457,0.03554100612044966,0.33543791930888706,0.06169514807306125,78028.0
32,0.1789568345323741,0.03431422143708889,0.016638089794881565,0.019097194055169405,0.39215686274509803,0.7329842931937174,0.09190015163737937,0.2431853689918206,0.11233767907532799,12302.0
33,0.1816546762589928,0.2623554624514294,0.316864587963845,0.09915144521826837,0.5882352941176471,0.21596858638743457,0.4294324901534486,0.18576417608675674,0.3981783661993688,78702.0
34,0.14118705035971224,0.06043189860860893,0.02766664549861349,0.012248116196890249,0.058823529411764705,0.0,0.04390793439845874,0.02126642771804062,0.00648039008224051,97368.0
35,0.14118705035971224,0.06043189860860893,0.02766664549861349,0.012248116196890249,0.058823529411764705,0.0,0.04390793439845874,0.02126642771804062,0.00648039008224051,97368.0
36,0.055755395683453245,0.3939643126834606,0.09328761033847717,0.006833964990569282,0.058823529411764705,0.9267015706806282,0.2399155141859681,0.1297123426155684,0.15936789272193602,81623.0
37,0.3372302158273381,0.04391596938078827,0.00838254905696323,0.0678493218389038,0.0784313725490196,0.7329842931937174,0.030265720926713126,0.3640198511166253,0.05754019207202957,14701.0
38,0.46043165467625896,0.31158448142463535,0.12988717427658178,0.006833964990569282,0.11764705882352941,0.9528795811518325,0.17720368416122323,0.021367521367521368,0.026365487516138486,81224.0
39,0.7419064748201438,0.3293618496178489,0.1385660760779831,0.001250709726291941,0.0392156862745098,0.9528795811518325,0.21418042312535057,0.08413748736329381,0.09591615323085373,81632.0
40,0.30305755395683454,0.28047235301538115,0.006540928430812218,0.010104626674367706,0.058823529411764705,0.15706806282722513,0.005646750094709606,0.184863523573201,0.007184557382684586,49601.0
41,0.1816546762589928,0.2623554624514294,0.14859973328253,0.09915144521826837,0.39215686274509803,0.21596858638743457,0.23880825325066102,0.25005973715651136,0.2953678093461501,78723.0
42,0.16816546762589926,0.30004509845358,0.004106602315785017,0.0044205140068339175,0.058823529411764705,0.15706806282722513,0.002250668390503479,0.16904696259534968,0.003701135621382968,49735.0
43,0.022482014388489208,0.3293618496178489,0.0347156072056053,0.001250709726291941,0.09803921568627451,0.9267015706806282,0.07504797416899901,0.060656189688447756,0.025506483822667285,81637.0
44,0.022482014388489208,0.3293618496178489,0.0347156072056053,0.001250709726291941,0.09803921568627451,0.9267015706806282,0.07504797416899901,0.060656189688447756,0.025506483822667285,81637.0
45,0.16816546762589926,0.11861045735907157,0.00791685188713194,0.044983543899964534,0.19607843137254902,0.15706806282722513,0.011131177881149236,0.12429923720246301,0.008293369567096996,49068.0
46,0.16816546762589926,0.39204799160598114,0.0064350881649414705,0.004517845444000153,0.0392156862745098,0.15706806282722513,0.007862829303477347,0.17453359066262292,0.008708554403254043,49307.0
47,0.41546762589928055,0.38350831221092285,0.04019813297771004,0.1064253552765023,0.13725490196078433,0.9332460732984292,0.0670496656784095,0.06914805624483043,0.025621017648463446,81201.0
48,0.23561151079136688,0.39934803038442873,0.011134395969602676,0.0006169472013089692,0.09803921568627451,0.9136125654450261,0.031348029464686004,0.09489017553533682,0.016392654099429162,81147.0
49,0.37050359712230213,0.14448960223353666,0.1092694904849601,0.01484813220925702,0.0196078431372549,0.15706806282722513,0.04322312098092895,0.02600863891186472,0.007402271242765937,49117.0
50,0.1816546762589928,0.2623554624514294,0.14859973328253,0.09915144521826837,0.39215686274509803,0.21596858638743457,0.23880825325066102,0.25005973715651136,0.2953678093461501,78723.0
51,0.2760791366906475,0.0,0.009313943396625812,0.002725768567570888,0.09803921568627451,0.0,0.03822388035355027,0.19610329932910578,0.03926186586008145,97601.0
52,0.23561151079136688,0.3213319406986415,0.005122668868144197,0.004517845444000153,0.0392156862745098,0.15706806282722513,0.002464821402035879,0.07109640658027755,0.001523997020569457,48617.0
53,0.29226618705035967,1.0,0.013124192967972735,0.011251176013866515,0.13725490196078433,0.15706806282722513,0.3185394423755857,0.013353552063229482,0.035315192050473614,5673.0
54,0.5053956834532374,0.06689845417443065,0.04610401981329777,0.005208113133672084,0.0392156862745098,0.15706806282722513,0.03604806563727672,0.19654443525411266,0.03722907007391108,48083.0
55,0.30305755395683454,0.5031514480674752,0.30553967951567496,0.10895717042087574,0.0,0.7493455497382199,1.0,0.004080507306313758,0.06741871946678747,11976.0
56,0.23561151079136688,0.11861045735907157,0.024639613894710102,0.020909998371195816,0.058823529411764705,0.15706806282722513,0.015599956242754346,0.1316698832827865,0.01175654844439295,49512.0
57,0.0,0.3390946216941399,0.016130056518701974,0.10021835868597433,0.0,0.206151832460733,0.02683631051521071,0.15769690285819318,0.02287370093959554,55350.0
58,0.23561151079136688,0.3213319406986415,0.004106602315785017,0.020532763747760207,0.0196078431372549,0.15706806282722513,0.0015715331392976602,0.1759764727506663,0.0032657079012202656,48846.0
59,0.1816546762589928,0.2908390435176759,0.006752608962553714,0.0044205140068339175,0.0196078431372549,0.15706806282722513,0.0,0.06532487822810404,0.0005079741359459266,49646.0
60,0.23561151079136688,0.3213319406986415,0.0069219533879469105,0.004517845444000153,0.0392156862745098,0.15706806282722513,0.006104836481243376,0.4494439849278559,0.0185056781069148,48858.0
61,0.06744604316546762,0.30730284884933834,0.2061556698630427,0.001250709726291941,0.17647058823529413,0.9528795811518325,0.15271832839653876,0.0857366050914438,0.06977380749287847,81620.0
62,0.30305755395683454,0.11861045735907157,0.006392752058593171,0.002323192445230928,0.0196078431372549,0.15706806282722513,0.003855016325200615,0.03236834849738075,0.0008708554403254039,48631.0
63,0.23561151079136688,0.5758300389519873,0.018014013251201288,0.00221161559302927,0.0196078431372549,0.9301047120418848,0.02945775031712663,0.1959011120301443,0.030717772896392572,81401.0
64,0.4037769784172662,0.39754554503991696,0.03808132766029508,0.04094248292186062,0.13725490196078433,0.9345549738219895,0.15426739157504613,0.07528719786784303,0.06275861066286471,80517.0
65,0.4037769784172662,0.3556215163015158,0.004572299485616308,0.1064253552765023,0.0196078431372549,0.9397905759162303,0.09495014444911874,0.011956621634040989,0.0097867162321443,80440.0
66,0.46043165467625896,0.4371624657743183,0.0548252577210474,0.04094248292186062,0.0196078431372549,1.0,0.20525896549841388,0.010918114143920596,0.020323828205391036,80442.0
67,0.30305755395683454,0.5031514480674752,0.05800046569716983,0.16520598728073582,0.17647058823529413,0.7493455497382199,0.11666254377451651,0.23941733296572007,0.13975687117502403,11901.0
68,0.23561151079136688,0.3205874788866558,0.012256302787832603,0.06609934398476983,0.058823529411764705,0.15706806282722513,0.02670466206748573,0.37901847256685967,0.05333989571993114,49009.0
69,0.37050359712230213,0.09275445576675116,0.0038949217840435215,0.03445359726660467,0.0196078431372549,0.15706806282722513,0.01918300338903165,0.06174983916919401,0.0069668435226032345,48872.0
70,0.30305755395683454,0.28047235301538115,0.02140090175906522,0.020909998371195816,0.0784313725490196,0.15706806282722513,0.017310953154970554,0.2416689642496094,0.02323133403928989,49418.0
71,0.30305755395683454,0.25014746769095125,0.024449101416142757,0.07055220482920221,0.0196078431372549,0.7428010471204188,0.05797256011122097,0.13304843304843306,0.04045519797125976,12524.0
72,0.37050359712230213,0.06689845417443065,0.0058847187824135816,0.30473549827880014,0.0196078431372549,0.15706806282722513,0.012235593980838575,0.05186104218362283,0.003918849481464319,48131.0
73,0.45053956834532366,0.6282202762297032,0.002540166380897949,0.003069211054559212,0.0,0.15706806282722513,0.0003735848269578896,0.020292252550317066,0.0,49870.0
74,0.16816546762589926,0.11861045735907157,0.00791685188713194,0.044983543899964534,0.19607843137254902,0.15706806282722513,0.011131177881149236,0.12429923720246301,0.008293369567096996,49068.0
